"sexo";"nacimiento";"estatura";"peso";"grupo_rh"
"M";"1979-04-09";1.67;73.1;"O-"
"F";"1985-03-23";1.63;78.4;"A+"
"M";"1986-09-04";1.72;67.6;"AB+"
"M";"1985-02-28";1.42;71;"O+"
"F";"1971-03-07";2;82.4;"B+"
"M";"1978-02-04";1.39;64;"O+"
"M";"1970-10-05";1.6;84.3;"B+"
"M";"1986-07-03";1.8;74.5;"A-"
"M";"1979-07-08";1.85;71.1;"B+"
"F";"1985-04-20";1.74;92.9;"O+"
"F";"1982-11-18";1.41;66.7;"A+"
"M";"1979-10-16";1.68;43.7;"O+"
"M";"1976-07-05";1.54;77.2;"B+"
"M";"1985-05-22";1.48;79.3;"O+"
"F";"1983-04-16";1.46;67.3;"O+"
"M";"1973-11-11";1.59;78.2;"A+"
"F";"1985-09-24";1.61;65.3;"O+"
"F";"1976-04-01";1.33;87.6;"O+"
"F";"1984-06-19";1.29;53.4;"O+"
"M";"1972-07-28";1.85;87.3;"O+"
"F";"1981-04-18";1.53;73.5;"A+"
"F";"1979-03-25";1.3;66.1;"O+"
"M";"1980-08-08";1.69;67;"O+"
"F";"1978-06-28";1.33;73.6;"O+"
"M";"1972-02-10";1.79;68.2;"A+"
"F";"1990-03-17";1.73;62.4;"A+"
"M";"1980-09-14";1.8;65.4;"B+"
"F";"1986-07-05";1.44;63.1;"AB+"
"F";"1985-02-04";1.68;65;"A+"
"M";"1979-09-13";1.55;56.3;"O+"
"F";"1977-11-17";1.73;69.6;"B+"
"M";"1978-05-26";1.37;69.8;"A+"
"F";"1990-03-10";1.49;63.3;"O-"
"F";"1977-04-06";1.37;76.2;"A+"
"F";"1979-02-02";1.62;66;"AB+"
"M";"1982-02-11";1.54;69.4;"B+"
"M";"1976-04-24";1.57;73.8;"A+"
"M";"1980-09-03";1.81;69.4;"O-"
"M";"1980-08-01";1.84;80.7;"O+"
"F";"1980-08-05";1.72;81.9;"A+"
"F";"1963-04-17";1.47;74.9;"O+"
"F";"1981-05-24";1.5;60;"O+"
"F";"1977-06-23";1.46;58.4;"A+"
"F";"1981-09-10";1.55;73.7;"A+"
"M";"1983-09-10";1.68;71.5;"O+"
"M";"1975-03-12";1.53;71.6;"B+"
"F";"1975-04-18";1.82;72.6;"O-"
"F";"1977-05-17";1.96;70.1;"A+"
"F";"1979-11-21";1.53;67.5;"O-"
"F";"1984-03-02";1.37;76.5;"O+"
"M";"1992-05-20";1.62;88.3;"O+"
"F";"1964-06-13";1.94;81.7;"O+"
"F";"1979-03-09";2.01;68.4;"B+"
"M";"1964-11-17";1.5;78.8;"A+"
"F";"1973-03-19";1.58;62.3;"O-"
"F";"1979-07-20";1.6;64.5;"A+"
"M";"1978-03-15";1.8;46.3;"B+"
"F";"1994-06-01";1.45;69.9;"O+"
"M";"1977-06-07";1.78;76.5;"A+"
"M";"1985-05-26";1.49;78.5;"B+"
"F";"1983-03-21";1.38;53.6;"B+"
"F";"1977-03-03";1.59;52.7;"O+"
"F";"1980-10-15";1.5;87.2;"A+"
"M";"1972-09-27";1.64;62.7;"A+"
"F";"1982-11-10";1.62;59.8;"O+"
"M";"1979-06-22";1.61;55.9;"A+"
"F";"1964-06-14";1.55;92.7;"O+"
"M";"1969-02-22";1.58;83.7;"AB-"
"F";"1985-11-17";1.43;64.7;"B+"
"F";"1984-03-12";1.57;78.2;"AB+"
"M";"1972-05-07";1.48;73.3;"A+"
"M";"1979-03-02";1.73;71;"O+"
"F";"1981-08-20";1.57;83.7;"O+"
"M";"1984-10-24";1.67;65;"O+"
"F";"1991-07-18";1.4;66.1;"O+"
"F";"1977-05-04";1.66;67.1;"O+"
"F";"1980-10-22";1.5;72.6;"A+"
"F";"1978-09-05";1.61;64.9;"O+"
"M";"1980-04-05";1.71;58.2;"O+"
"M";"1973-06-08";1.67;76.7;"O+"
"F";"1971-04-24";1.46;83.3;"O+"
"F";"1981-08-10";1.66;67.8;"A+"
"F";"1995-02-27";1.69;54.8;"A+"
"M";"1993-02-13";1.6;72.5;"O+"
"M";"1979-08-14";1.6;84.7;"O+"
"F";"1984-02-20";1.93;73.1;"O+"
"M";"2001-06-01";1.74;78.4;"O+"
"F";"1985-07-18";1.68;84;"O+"
"M";"1982-07-09";1.71;75.8;"O+"
"F";"1985-11-14";1.61;56.6;"A+"
"M";"1965-02-17";1.28;74.8;"B+"
"M";"1971-05-08";1.65;88.8;"B+"
"F";"1980-09-03";1.44;65.1;"O+"
"M";"1974-05-02";1.56;75.1;"B+"
"F";"1962-11-23";1.82;69.5;"A+"
"F";"1978-08-27";1.55;58.6;"A+"
"M";"1978-02-20";1.65;64.5;"O+"
"F";"1973-08-12";1.49;51.1;"A+"
"F";"1976-07-16";1.64;77.3;"A+"
"F";"1979-05-03";1.74;55.4;"B+"
"M";"1989-09-13";1.74;65.2;"B+"
"M";"1976-02-19";1.67;70.7;"A+"
"M";"1983-06-16";1.71;56.8;"O+"
"F";"1977-06-21";1.68;77.3;"B+"
"M";"1965-09-07";1.77;71.7;"O+"
"M";"1981-10-20";1.62;66.1;"B+"
"F";"1984-09-02";1.56;58.4;"A-"
"M";"1966-10-19";1.83;52.6;"B+"
"F";"1975-08-18";1.38;65.9;"A-"
"M";"1973-08-24";1.74;84.6;"O-"
"F";"1979-02-23";1.78;53.8;"A+"
"M";"1981-10-19";1.55;56.6;"O+"
"M";"1977-10-09";1.42;67.5;"B+"
"F";"1970-11-17";1.6;64.3;"O+"
"F";"1973-10-02";1.4;67.2;"O+"
"F";"1973-02-06";1.71;70.7;"O-"
"F";"1987-06-04";1.59;87.9;"B+"
"F";"1981-05-22";1.5;34.8;"B+"
"M";"1974-04-07";1.85;65.1;"B+"
"F";"1977-07-18";1.48;64.8;"A+"
"F";"1994-05-25";1.55;72.3;"B-"
"M";"1985-08-09";1.6;58.4;"AB+"
"F";"1976-06-07";1.55;59.9;"A+"
"F";"1976-02-21";1.56;61.6;"O+"
"M";"1981-08-20";1.39;70.7;"AB+"
"F";"1982-03-07";1.59;84.5;"O+"
"M";"1974-02-16";1.76;63.8;"O+"
"F";"1984-08-13";1.58;78.1;"O+"
"M";"1976-09-10";1.71;76.4;"A+"
"M";"1983-11-15";1.74;68.5;"B+"
"F";"1995-06-22";1.68;61.7;"B+"
"M";"1970-05-13";2;84;"O+"
"F";"1976-03-15";1.67;79.3;"O+"
"F";"1972-04-10";1.57;58.8;"O+"
"M";"1982-09-23";1.66;65.7;"A-"
"M";"1982-02-03";1.5;66.3;"A+"
"M";"1979-10-04";1.57;79.7;"A+"
"F";"1976-07-11";1.7;81.5;"O+"
"F";"1987-02-21";1.74;70.6;"O+"
"F";"1972-08-06";1.73;66.9;"O+"
"F";"1977-11-10";1.49;59.9;"O+"
"M";"1982-02-12";1.78;67.7;"AB+"
"M";"1981-05-11";1.51;78.1;"O+"
"F";"1984-09-02";1.45;73.5;"A+"
"F";"1981-11-27";1.62;68.2;"O-"
"M";"1974-05-19";1.32;87.8;"B+"
"F";"1983-11-04";1.47;60;"B+"
"M";"1971-02-10";1.76;76.5;"O+"
"M";"1980-02-09";1.8;69.2;"O-"
"M";"1972-04-19";1.49;55.8;"O+"
"M";"1971-11-18";1.79;69.5;"O+"
"M";"1979-09-07";1.94;66.8;"A+"
"F";"1981-10-11";1.57;58.2;"O+"
"M";"1979-02-03";1.81;64.3;"O+"
"M";"1979-09-27";1.73;78.8;"O+"
"M";"1978-11-18";1.85;72.5;"O+"
"F";"1971-06-25";1.59;65.3;"A+"
"F";"1984-02-05";1.61;83.1;"A+"
"M";"1987-06-23";1.32;60;"B+"
"F";"1979-08-13";1.38;77.7;"O+"
"F";"1981-09-22";1.61;59.3;"O-"
"M";"1970-04-06";1.86;48.1;"A+"
"M";"1979-05-10";1.66;74.1;"B-"
"F";"1997-09-20";1.68;71.8;"A+"
"F";"1980-03-21";1.61;64;"O+"
"M";"1975-05-03";1.69;42.2;"A+"
"F";"1978-02-23";1.72;69.5;"O+"
"M";"1971-03-28";1.51;66.6;"O+"
"M";"1981-03-02";1.53;73.2;"A+"
"F";"1974-09-28";1.54;56.2;"B+"
"M";"1978-02-03";1.49;91.1;"AB+"
"M";"1994-07-26";1.5;60.9;"O+"
"M";"1976-08-12";1.46;58.1;"B+"
"M";"1976-11-08";1.49;75.6;"O+"
"M";"1977-10-16";1.77;81.1;"O+"
"F";"1982-02-26";1.21;63.1;"B+"
"F";"1977-03-27";1.76;68.9;"B+"
"M";"1975-02-20";1.65;70.1;"A-"
"F";"1984-10-12";1.39;77.8;"O-"
"F";"1985-08-03";1.6;54.6;"AB+"
"F";"1963-02-25";1.52;68.7;"A+"
"F";"1968-03-22";1.73;71.9;"O+"
"F";"1982-10-11";1.78;51.6;"O+"
"M";"1965-04-21";1.51;66.1;"B+"
"F";"1992-08-23";1.53;77;"O+"
"F";"1977-10-14";1.77;63.6;"A-"
"F";"1974-11-26";1.67;69.5;"O+"
"F";"1989-02-28";1.56;81.2;"A+"
"F";"1980-10-22";1.3;68.5;"O+"
"M";"1983-02-08";1.72;80.1;"O+"
"M";"1976-02-08";1.68;88.2;"A+"
"F";"1971-03-08";2.1;74.9;"A+"
"F";"1977-03-19";1.7;66.5;"B+"
"M";"1984-06-26";1.77;63;"O+"
"M";"1982-02-23";1.57;60.7;"AB-"
"M";"1983-09-05";1.92;60;"A+"
"M";"1996-02-21";1.43;81.7;"O+"
"F";"1992-08-10";1.44;74.4;"A+"
"M";"1981-06-01";1.7;44;"B+"
"F";"1977-05-16";1.55;92.7;"A+"
"F";"1981-09-04";1.57;82.6;"A+"
"F";"1966-06-05";1.34;66.4;"AB+"
"M";"1977-10-06";1.88;70.6;"B+"
"M";"1972-05-10";1.81;70.2;"O+"
"M";"1978-08-01";1.85;64;"A+"
"M";"1990-03-20";1.68;75.2;"O+"
"F";"1971-04-08";1.65;46.4;"O+"
"F";"1972-10-11";1.79;66.3;"B+"
"F";"1971-05-12";1.51;54.6;"A+"
"M";"1978-08-06";1.77;57;"O+"
"F";"1979-10-06";1.87;73.1;"O+"
"M";"1994-10-07";1.58;76.7;"B+"
"F";"1986-10-23";1.66;74.2;"O-"
"F";"1970-07-02";1.61;54.6;"AB+"
"F";"1988-09-23";1.7;67;"AB+"
"M";"1984-06-10";1.84;67.7;"O-"
"F";"1980-09-06";1.42;81.1;"A-"
"F";"1977-04-01";1.48;61.5;"O+"
"F";"1982-03-11";1.54;85.8;"O+"
"M";"1983-09-11";1.53;53.2;"A+"
"M";"1989-02-03";1.77;56.4;"B+"
"F";"1976-11-26";1.6;81.9;"O-"
"M";"1989-02-17";1.28;77;"B+"
"M";"1984-07-12";1.97;66.9;"A+"
"F";"1972-02-27";1.68;86.5;"O-"
"F";"1985-09-14";1.64;65.4;"A+"
"F";"1970-02-10";1.5;50.8;"A-"
"F";"1982-03-22";1.75;67.3;"A-"
"F";"1971-06-27";1.47;64.8;"B+"
"M";"1983-08-03";1.65;55.6;"A+"
"F";"1983-05-21";1.84;71.1;"A+"
"F";"1970-07-26";1.93;67.8;"B+"
"F";"1994-07-12";1.44;70.5;"B+"
"F";"1991-10-15";1.5;50.2;"O+"
"M";"1973-05-19";1.86;86.1;"O+"
"F";"1981-06-07";1.5;69.8;"O+"
"F";"1987-11-01";1.52;68.5;"A+"
"F";"1990-11-27";1.79;86.8;"A+"
"M";"1978-08-22";1.54;63.3;"A+"
"M";"1980-11-08";1.84;76.2;"O+"
"M";"1986-05-08";1.67;83.1;"AB+"
"F";"1986-04-17";1.44;70.8;"O+"
"F";"1987-07-04";1.4;73.5;"O+"
"M";"1984-09-16";1.84;74.8;"B+"
"F";"1984-09-14";1.53;52.1;"B-"
"F";"1983-03-17";1.45;70.8;"O+"
"F";"1975-06-02";1.73;70.2;"B+"
"M";"1977-05-02";1.82;63.8;"A+"
"F";"1991-06-21";1.29;68.9;"O+"
"M";"1980-06-24";1.41;79.9;"O+"
"M";"1979-11-11";1.52;76;"O+"
"F";"1971-03-20";1.46;87.5;"O+"
"M";"1985-05-06";1.53;91.6;"A+"
"F";"1981-09-23";1.56;79.4;"O+"
"M";"1987-07-06";1.84;49.1;"O+"
"F";"1974-02-16";1.19;64.3;"A+"
"M";"1983-02-07";1.63;59.1;"A+"
"F";"1991-07-06";1.68;58.3;"O+"
"F";"1984-08-03";1.61;73.8;"O+"
"F";"1976-09-16";1.57;66.8;"A-"
"F";"1978-07-09";1.66;71.4;"A+"
"F";"1982-10-20";1.87;74.5;"A+"
"M";"1976-07-16";1.83;79.5;"B+"
"F";"1977-06-04";1.61;95.1;"A+"
"M";"1991-11-24";1.69;85.5;"A-"
"F";"1972-11-06";1.19;56.2;"O-"
"M";"1982-04-28";1.76;68.2;"O+"
"M";"1980-05-14";1.94;78.4;"A+"
"M";"1967-04-17";1.96;73.8;"A+"
"F";"1987-08-13";1.37;59;"A+"
"F";"1979-10-07";1.51;69.4;"A+"
"M";"1966-10-10";1.65;87.4;"O+"
"M";"1987-11-02";1.38;83.7;"O+"
"F";"1975-02-09";1.49;61.1;"O+"
"F";"1975-07-06";1.73;73;"B+"
"F";"1975-03-27";1.63;67.8;"A-"
"F";"1976-04-28";1.68;91;"O+"
"F";"1989-07-05";1.5;61.2;"O-"
"F";"1995-09-23";1.5;74.3;"A+"
"M";"1971-07-23";1.72;75.3;"A+"
"M";"1976-06-01";1.93;65.6;"B+"
"M";"1978-11-18";1.49;69.7;"B+"
"M";"1985-04-05";1.9;74.4;"O+"
"M";"1976-09-11";1.67;77.4;"O+"
"F";"1968-05-28";1.49;60.3;"O+"
"F";"1975-09-27";1.49;81.1;"O+"
"M";"1983-03-22";1.71;66.5;"A+"
"M";"1980-05-15";1.84;69.4;"O+"
"M";"1975-05-18";1.81;73.6;"A+"
"F";"1986-11-15";1.6;71.8;"A+"
"M";"1980-10-11";1.69;58.2;"B+"
"M";"1977-09-12";1.63;73.2;"A-"
"F";"1972-10-17";1.38;60.1;"B+"
"F";"1988-08-20";1.53;79.3;"B+"
"F";"1987-06-14";1.59;79.3;"O+"
"M";"1971-04-26";1.89;79.2;"A+"
"F";"1989-03-16";1.49;52.3;"O+"
"M";"1961-09-02";1.68;76.9;"O+"
"F";"1986-02-19";1.39;71.9;"AB+"
"M";"1982-02-19";1.61;83.8;"O+"
"M";"1968-06-25";1.64;80.5;"A+"
"M";"1981-08-05";1.36;64.2;"A+"
"M";"1990-11-02";1.48;84.6;"O+"
"F";"1972-07-21";1.86;64.7;"A+"
"M";"1978-06-10";1.73;67.1;"O+"
"F";"1976-10-17";1.21;84.6;"A-"
"M";"1975-05-13";1.78;75.8;"O+"
"F";"1982-06-25";1.65;61.5;"B+"
"F";"1978-05-13";1.48;69.8;"AB+"
"F";"1970-04-14";1.64;79.7;"A+"
"M";"1962-07-08";2.13;69.2;"O+"
"F";"1982-06-28";1.5;73.5;"B+"
"M";"1981-07-18";1.64;69.5;"O+"
"M";"1981-03-06";1.83;87.4;"O+"
"F";"1978-05-15";1.58;45.6;"O+"
"M";"1973-08-12";1.58;69.2;"AB+"
"M";"1982-02-20";1.94;71.3;"O+"
"M";"1979-07-02";1.68;80;"A-"
"F";"1989-11-15";1.71;69.9;"B+"
"F";"1987-04-18";1.53;83.2;"O+"
"F";"1991-09-24";1.15;67.7;"O+"
"F";"1976-10-07";1.63;76.4;"A+"
"M";"1974-11-07";1.82;55.4;"B+"
"M";"1969-10-13";1.43;71.7;"A+"
"F";"1979-04-07";1.77;85.9;"O+"
"F";"1975-03-24";1.38;71.8;"O+"
"M";"1980-07-21";2.19;76.3;"A+"
"M";"1980-09-12";1.77;71.2;"O+"
"F";"1982-11-28";1.28;54.4;"O+"
"F";"1974-07-02";1.71;65.6;"O+"
"F";"1971-07-26";1.63;78.9;"O+"
"F";"1973-08-12";1.32;69.6;"B+"
"F";"1983-08-19";1.66;62;"AB+"
"M";"1982-05-20";1.67;72.1;"O+"
"F";"1970-06-23";1.37;62;"B+"
"F";"1982-09-22";1.58;52.1;"O+"
"M";"1991-10-03";1.5;78.2;"O+"
"F";"1990-09-05";1.35;69.6;"O+"
"F";"1975-07-22";1.59;67;"O+"
"F";"1979-06-13";1.47;61.3;"B+"
"M";"1980-07-09";1.29;59.1;"A+"
"F";"1985-10-01";1.48;59.9;"O+"
"F";"1984-11-27";1.48;65.5;"B+"
"F";"1975-03-23";1.52;65.7;"O+"
"F";"1981-06-22";1.53;78.8;"A+"
"F";"1980-07-16";1.39;73;"A-"
"M";"1987-03-06";1.54;76.3;"B+"
"M";"1978-06-21";1.5;54.7;"A+"
"M";"1971-11-18";1.51;74.2;"B+"
"F";"1968-03-24";1.53;70.4;"A-"
"M";"1978-07-20";1.79;71.1;"O+"
"F";"1971-02-28";1.59;71;"A+"
"M";"1984-04-16";1.58;65.2;"O+"
"M";"1976-08-05";1.96;70.7;"B-"
"M";"1983-06-11";1.54;66.2;"A+"
"F";"1978-11-24";1.59;70;"O+"
"M";"1978-05-01";1.65;69;"A+"
"M";"1976-10-16";1.35;62.8;"A+"
"M";"1988-03-18";1.79;64.9;"O+"
"F";"1985-06-21";1.7;70.2;"O+"
"F";"1983-05-18";1.41;66.8;"B+"
"F";"1986-03-05";1.49;68.1;"O+"
"F";"1977-10-02";1.43;60.6;"B+"
"F";"1980-02-10";1.57;67.5;"A+"
"F";"1988-06-16";1.57;87.2;"A+"
"M";"1975-05-14";1.28;82.3;"O+"
"F";"1974-07-02";1.51;57.9;"O+"
"M";"1966-07-05";1.73;51.7;"O+"
"F";"1981-08-03";1.73;81.6;"O+"
"M";"1981-05-08";1.74;79.9;"AB+"
"F";"1973-07-02";1.45;82;"O+"
"F";"1994-09-15";1.87;71.7;"AB+"
"M";"1984-02-08";1.93;68.7;"B+"
"M";"1985-02-10";1.63;80;"O+"
"F";"1981-05-05";1.53;68.5;"A+"
"M";"1981-07-07";1.59;72.9;"O+"
"M";"1972-02-24";1.67;75.6;"O+"
"M";"1984-05-25";1.85;68.3;"A+"
"M";"1969-11-10";1.78;69.2;"A+"
"M";"1985-03-22";1.36;83.7;"A+"
"M";"1986-10-17";1.73;68.1;"A+"
"M";"1984-08-02";1.72;68.5;"A+"
"M";"1992-02-18";1.74;83.9;"O+"
"M";"1991-04-20";1.57;57.1;"B+"
"F";"1983-07-23";1.48;56;"B+"
"F";"1973-02-15";1.79;55.7;"A+"
"F";"1972-08-16";1.58;55.4;"O+"
"M";"1991-06-17";1.94;68.9;"O+"
"F";"1985-06-10";1.72;78.1;"A+"
"M";"1990-09-19";1.94;67.8;"B+"
"F";"1974-09-04";1.45;58.5;"A+"
"F";"1971-05-07";1.51;71.3;"A+"
"M";"1981-09-11";1.56;86.1;"O+"
"F";"1981-02-09";1.05;82.8;"O+"
"M";"1985-05-16";1.52;80.2;"A+"
"F";"1977-09-01";1.8;82.7;"O+"
"F";"1970-05-05";1.26;57.7;"A+"
"M";"1974-02-24";1.58;92.8;"O+"
"F";"1974-03-21";1.36;90.9;"A+"
"F";"1994-05-20";1.4;63.3;"O+"
"F";"1985-06-03";1.65;59.7;"AB-"
"M";"1981-04-10";1.73;76.6;"A+"
"M";"1986-08-04";1.62;68.5;"B+"
"M";"1993-04-02";1.79;70.4;"A+"
"M";"1990-06-14";1.79;81.3;"O-"
"F";"1980-07-09";1.42;78.9;"O+"
"F";"1962-04-11";1.91;63.2;"O+"
"M";"1986-04-13";1.55;70.8;"B+"
"F";"1983-08-21";1.44;68.2;"O+"
"M";"1984-03-23";1.5;74.4;"B+"
"M";"1993-09-19";1.93;77.9;"B+"
"M";"1986-07-19";1.78;76.7;"O+"
"M";"1977-05-27";1.86;72.3;"A+"
"F";"1983-11-12";1.6;82.1;"O+"
"F";"1999-11-08";1.52;76.2;"B+"
"F";"1978-11-06";1.49;73.3;"O+"
"M";"1986-02-17";1.53;73.1;"A-"
"F";"1976-10-28";1.64;54.6;"O+"
"M";"1974-04-01";1.71;61.4;"B+"
"F";"1992-10-22";1.99;78.6;"O-"
"M";"1972-11-22";1.57;79.4;"B+"
"F";"1979-08-02";1.56;73.1;"O+"
"M";"1977-06-22";1.68;81.1;"A+"
"M";"1985-02-23";1.5;57.3;"O+"
"M";"1980-03-13";1.66;66.2;"O+"
"F";"1962-09-09";1.38;51.8;"O-"
"M";"1979-09-03";1.53;73.6;"O+"
"F";"1979-08-21";1.34;77.6;"A+"
"F";"1976-04-09";1.68;76.6;"O+"
"M";"1987-11-27";1.74;68.4;"AB+"
"M";"1987-03-04";1.56;75.7;"B+"
"M";"1980-10-07";1.53;58.1;"A+"
"F";"1983-03-16";1.76;66.7;"A+"
"M";"1977-09-10";1.8;50.4;"B+"
"F";"1976-03-18";1.19;52.9;"AB+"
"M";"1969-05-10";1.61;71.5;"B+"
"M";"1992-11-20";1.96;84.3;"O+"
"M";"1980-10-27";1.26;62.6;"A+"
"M";"1981-09-12";1.5;73.5;"A+"
"M";"1979-08-27";1.56;59.3;"B+"
"F";"1994-11-09";1.79;63.6;"O+"
"F";"1972-09-23";1.78;66.4;"O+"
"M";"1989-02-12";1.67;59.9;"B+"
"F";"1989-09-16";1.49;56.3;"B+"
"M";"1971-07-09";1.66;70.5;"B+"
"M";"1970-06-13";1.94;54.2;"O-"
"M";"1979-06-13";1.88;65.1;"O+"
"F";"1977-11-08";1.53;83.3;"O+"
"M";"1976-03-16";1.81;75;"A+"
"M";"1968-02-17";1.9;69.7;"AB+"
"M";"1979-09-16";1.71;82;"A+"
"F";"1979-08-17";1.45;68;"O+"
"F";"1975-05-25";1.83;78.6;"A+"
"M";"1977-02-21";1.25;71.6;"A+"
"F";"1983-05-11";1.59;58.4;"A+"
"F";"1973-02-21";1.59;49.2;"A+"
"M";"1976-05-20";1.41;74.1;"O+"
"M";"1977-10-19";1.53;53;"O+"
"F";"1989-03-18";1.7;43;"O+"
"F";"1980-07-24";1.33;92.2;"O+"
"F";"1965-10-07";1.56;85.4;"A+"
"F";"1987-05-25";1.55;62.2;"AB+"
"M";"1973-08-15";1.44;56.3;"A-"
"M";"1982-02-19";1.71;73.1;"O+"
"M";"1973-10-18";1.65;63;"A+"
"M";"1981-06-11";1.83;56.2;"AB+"
"F";"1971-05-07";1.64;82.3;"B+"
"F";"1975-03-24";1.56;83.1;"A+"
"M";"1973-02-21";1.69;66.3;"A+"
"M";"1984-06-28";1.71;84.5;"B+"
"M";"1976-08-20";1.83;51.9;"B+"
"F";"1984-07-20";1.48;91.1;"A+"
"F";"1977-05-27";1.73;80.2;"B+"
"F";"1977-06-23";1.41;62.8;"O+"
"F";"1986-11-05";1.52;78.8;"A-"
"M";"1980-10-10";1.27;62.3;"O+"
"M";"1975-03-03";1.47;63.3;"O-"
"M";"1979-10-04";1.38;63.3;"B+"
"F";"1972-08-10";1.64;50;"O+"
"M";"1975-07-19";1.76;55.3;"O+"
"F";"1981-09-11";1.68;90;"A-"
"M";"1976-02-18";1.48;62.8;"A+"
"F";"1976-08-12";1.66;58.5;"B+"
"M";"1970-03-19";1.64;73.5;"B+"
"F";"1979-10-08";1.63;72.1;"O+"
"F";"1972-09-18";1.65;76.2;"B+"
"M";"1976-04-20";1.41;61.5;"A+"
"M";"1978-03-07";1.23;73.8;"A+"
"M";"1984-02-03";1.6;63.5;"A+"
"F";"1967-03-26";1.63;90.3;"O+"
"M";"1985-05-21";1.89;71.3;"O+"
"M";"1991-06-17";1.8;66.8;"A+"
"F";"1980-07-20";1.62;58.3;"A+"
"F";"1984-08-07";1.46;74.4;"A+"
"F";"1983-07-28";1.81;77.5;"B+"
"F";"1986-05-14";1.85;74;"A+"
"M";"1981-06-14";1.94;72.4;"A+"
"M";"1977-02-06";1.77;77;"O+"
"M";"1983-02-22";1.8;70.7;"B+"
"M";"1990-05-07";1.52;59.7;"B+"
"M";"1977-04-02";1.38;54.3;"O+"
"M";"1984-04-04";1.46;73;"A+"
"F";"1984-10-04";1.68;67.7;"AB+"
"M";"1965-03-10";1.69;58.8;"O+"
"M";"1981-02-11";1.52;81.2;"O+"
"M";"1966-03-18";1.57;70.3;"A+"
"F";"1977-05-13";1.65;70.9;"O+"
"M";"1970-03-18";1.73;59;"O+"
"M";"1977-04-02";1.74;48.5;"B+"
"M";"1978-08-21";1.84;72.1;"A+"
"M";"1976-02-23";1.74;59;"O+"
"F";"1974-06-04";1.63;66.8;"A+"
"F";"1986-05-22";1.26;69;"O+"
"F";"1975-05-20";1.68;77.2;"B+"
"F";"1989-08-14";1.32;52.1;"B+"
"F";"1981-05-14";1.17;58.5;"O+"
"M";"1979-11-16";1.87;65;"B+"
"F";"1980-03-18";1.61;58.1;"B+"
"M";"1979-10-27";1.84;72.6;"AB+"
"M";"1970-02-16";1.47;56.2;"O+"
"M";"1978-07-09";1.38;63.2;"O+"
"F";"1977-03-26";1.4;73.4;"O+"
"M";"1979-03-13";1.59;72.8;"B+"
"M";"1979-02-06";1.57;73.9;"AB+"
"M";"1982-10-19";1.78;73.4;"AB+"
"M";"1991-09-04";1.49;77;"O+"
"M";"1985-03-18";2.03;64.1;"O+"
"F";"1991-09-26";1.68;77.9;"A+"
"F";"1980-03-01";1.49;76.5;"O+"
"F";"1978-07-28";1.61;60.3;"O+"
"M";"1984-10-28";1.69;69.7;"B+"
"F";"1982-10-25";1.56;62;"AB+"
"M";"1973-04-25";1.75;72;"AB+"
"F";"1980-10-28";1.56;66;"A+"
"M";"1979-11-12";1.54;60.8;"A+"
"F";"1980-09-01";1.49;80.8;"B+"
"M";"1986-09-06";1.66;84;"O-"
"M";"1976-08-12";1.8;69.9;"O+"
"M";"1976-08-15";1.3;56.9;"AB+"
"M";"1978-08-01";1.87;70;"O+"
"M";"1978-05-01";1.13;77.2;"A+"
"F";"1980-08-20";1.84;75.8;"O+"
"M";"1974-07-21";1.76;59.6;"AB+"
"M";"1990-02-11";1.97;76.4;"O+"
"F";"1980-02-21";1.54;71.8;"O+"
"F";"1981-05-06";1.51;63.1;"B+"
"M";"1974-06-11";1.84;44.7;"O+"
"F";"1985-02-18";1.33;80.2;"AB+"
"F";"1984-03-25";1.53;76.7;"A+"
"M";"1965-04-19";1.81;44.2;"O+"
"F";"1975-04-09";2.01;73.6;"A+"
"F";"1978-08-12";1.68;64.9;"O+"
"M";"1976-10-11";1.61;70.1;"B+"
"F";"1976-10-22";1.48;60.3;"O-"
"F";"1979-04-09";1.48;74.3;"O+"
"M";"1970-07-08";1.71;76.2;"O+"
"M";"1973-05-10";1.6;69.4;"O+"
"M";"1986-09-04";1.71;78.4;"O+"
"M";"1975-10-19";1.6;71.1;"O+"
"F";"1981-05-08";1.9;60;"B+"
"M";"1982-03-28";1.52;53.2;"O+"
"F";"1988-08-08";1.32;72.5;"B+"
"F";"1974-07-03";1.73;66.1;"O+"
"M";"1976-08-20";1.66;68.8;"A+"
"F";"1975-05-23";1.63;74.5;"A+"
"M";"1977-03-06";1.49;69.4;"O-"
"M";"1973-11-01";1.72;80;"A-"
"M";"1981-09-25";1.85;69.9;"O+"
"F";"1975-04-01";1.62;61.3;"A+"
"F";"1972-09-23";1.93;71.2;"B+"
"F";"1974-04-12";1.4;94.8;"B+"
"F";"1978-06-23";1.7;60.9;"O+"
"M";"1990-02-18";1.6;83.4;"A+"
"M";"1973-10-05";1.7;74.1;"B+"
"F";"1968-04-17";1.67;75.9;"O-"
"F";"1981-09-26";1.62;58.7;"B+"
"M";"1979-09-08";1.74;51.1;"A-"
"F";"1978-02-13";1.34;77.1;"O+"
"M";"1981-02-05";1.52;71.9;"A+"
"F";"1977-03-22";1.75;76.2;"O-"
"M";"1985-03-15";1.94;82.6;"B+"
"F";"1976-02-07";1.59;85.9;"B+"
"F";"1979-10-17";1.6;62.7;"O+"
"M";"1982-10-23";1.27;72.2;"B+"
"M";"1983-07-27";1.68;80.5;"A+"
